Date,SPY,AAPL,MSFT,GOOGL,BABA
2022-05-17,387.4377136230469,146.43788146972656,258.70428466796875,115.59956359863281,87.36244201660156
2022-05-18,371.8194580078125,138.17601013183594,246.9255828857422,111.06034851074219,82.9178695678711
2022-05-19,369.542236328125,134.77114868164062,246.0120391845703,109.55622100830078,83.27874755859375
2022-05-20,369.7035827636719,135.0066375732422,245.44837951660156,108.09127807617188,82.42402648925781
2022-05-23,376.6207275390625,140.42298889160156,253.31053161621094,110.65194702148438,82.8418960571289
2022-05-24,373.7457275390625,137.72462463378906,252.3096160888672,105.17533111572266,78.32135009765625
2022-05-25,377.0476989746094,137.88160705566406,255.12794494628906,105.01156616210938,78.16939544677734
2022-05-26,384.5816955566406,141.08038330078125,258.41278076171875,106.98416137695312,89.7271957397461
2022-05-27,394.0228576660156,146.8303680419922,265.54608154296875,111.47422790527344,88.71101379394531
2022-05-31,391.81195068359375,146.04539489746094,264.2146301269531,112.90890502929688,91.21820068359375
2022-06-01,388.6427307128906,145.91783142089844,264.7491455078125,113.03791809082031,88.68251037597656
2022-06-02,396.0438537597656,148.37091064453125,266.84832763671875,116.74044036865234,92.59526824951172
2022-06-03,389.544189453125,142.65037536621094,262.416748046875,113.68205261230469,88.52107238769531
2022-06-06,390.73028564453125,143.39605712890625,261.1824951171875,115.9444580078125,94.02930450439453
2022-06-07,394.47821044921875,145.91783142089844,264.8269348144531,116.27099609375,99.07218170166016
2022-06-08,390.18939208984375,145.18191528320312,262.79571533203125,116.31515502929688,113.6025161743164
2022-06-09,380.9095764160156,139.96182250976562,257.3340148925781,113.97434997558594,104.3714828491211
2022-06-10,369.8648376464844,134.55526733398438,245.86627197265625,110.3279037475586,104.31449127197266
2022-06-13,355.8218078613281,129.4038543701172,235.43841552734375,105.59465026855469,93.56394958496094
2022-06-14,354.74951171875,130.26731872558594,237.60562133789062,105.91523742675781,99.93640899658203
2022-06-15,359.8069763183594,132.88719177246094,244.6708984375,108.94137573242188,102.59555053710938
2022-06-16,347.8988037109375,127.61798858642578,238.07212829589844,105.23835754394531,96.34654998779297
2022-06-17,348.6487731933594,129.08982849121094,240.67662048339844,106.34002685546875,97.09681701660156
2022-06-21,357.42547607421875,133.31890869140625,246.59515380859375,110.70751953125,101.03804779052734
2022-06-22,356.7774963378906,132.80868530273438,246.0023193359375,110.65145111083984,99.86042785644531
2022-06-23,360.27484130859375,135.67384338378906,251.57095336914062,111.4002914428711,106.47030639648438
2022-06-24,371.7293395996094,139.00018310546875,260.1620788574219,117.09030151367188,111.70313262939453
2022-06-27,370.3094482421875,139.00018310546875,257.4312438964844,114.96485137939453,112.75728607177734
2022-06-28,362.74298095703125,134.8594207763672,249.25799560546875,111.16754913330078,110.88639068603516
2022-06-29,362.4476013183594,136.61581420898438,252.93154907226562,110.86384582519531,110.19310760498047
2022-06-30,359.50299072265625,134.15293884277344,249.59811401367188,108.1458740234375,107.96133422851562
2022-07-01,363.30523681640625,136.3214569091797,252.2706756591797,107.92206573486328,110.16462707519531
2022-07-05,363.9914245605469,138.90208435058594,255.4486541748047,112.41362762451172,114.08686065673828
2022-07-06,365.2206726074219,140.23654174804688,258.7139587402344,113.71282196044922,113.12767028808594
2022-07-07,370.6907043457031,143.60215759277344,260.84234619140625,117.89225006103516,116.23316955566406
2022-07-08,370.3857116699219,144.2792205810547,260.12322998046875,118.45845794677734,114.81812286376953
2022-07-11,366.1545715332031,142.14993286132812,257.06182861328125,114.80903625488281,104.0580825805664
2022-07-12,362.9145202636719,143.121337890625,246.5271453857422,113.16546630859375,103.71620178222656
2022-07-13,361.0086364746094,142.75827026367188,245.60386657714844,110.51844787597656,103.61172485351562
2022-07-14,360.1319274902344,145.6823272705078,246.9255828857422,109.53984832763672,98.54035186767578
2022-07-15,367.01226806640625,147.3504180908203,249.49124145507812,110.93927764892578,97.2867660522461
2022-07-18,363.98187255859375,144.30865478515625,247.09078979492188,108.21236419677734,97.95154571533203
2022-07-19,373.8163757324219,148.16485595703125,252.2220916748047,112.9565200805664,99.48055267333984
2022-07-20,376.19873046875,150.16653442382812,254.885009765625,113.04586791992188,98.73029327392578
2022-07-21,380.02960205078125,152.4331817626953,257.3825988769531,113.4825439453125,99.84143829345703
2022-07-22,376.5037536621094,151.19674682617188,253.0287628173828,107.09085083007812,95.54881286621094
2022-07-25,376.96112060546875,150.07818603515625,251.54185485839844,106.70378112792969,95.9761734008789
2022-07-26,372.5013122558594,148.7535858154297,244.80697631835938,104.2324447631836,96.33706665039062
2022-07-27,382.173828125,153.84613037109375,261.1727600097656,112.21215057373047,97.60965728759766
2022-07-28,386.9671630859375,154.3956298828125,268.6268615722656,113.36345672607422,95.49182891845703
2022-07-29,392.608642578125,159.45872497558594,272.8348388671875,115.44770812988281,84.8742446899414
2022-08-01,391.4460754394531,158.4774932861328,270.1817321777344,113.9986572265625,85.79544067382812
2022-08-02,388.86358642578125,157.00563049316406,267.0815734863281,114.2666244506836,87.96075439453125
2022-08-03,394.9529724121094,163.0107421875,274.51617431640625,117.19451141357422,90.9048080444336
2022-08-04,394.6861572265625,162.69677734375,275.6629638671875,117.30370330810547,92.5287857055664
2022-08-05,394.01904296875,162.47076416015625,274.94378662109375,116.5890884399414,87.90377044677734
2022-08-08,393.56158447265625,161.99911499023438,272.4267272949219,116.42035675048828,86.2702865600586
2022-08-09,391.9987487792969,162.04827880859375,274.3509826660156,115.75538635253906,86.60269165039062
2022-08-10,400.2323303222656,166.2930450439453,281.01776123046875,118.80235290527344,87.78031158447266
2022-08-11,400.2323303222656,165.55609130859375,278.9380187988281,117.94880676269531,90.09756469726562
2022-08-12,407.0079040527344,169.10325622558594,283.6903991699219,120.76750946044922,90.00259399414062
2022-08-15,408.6850891113281,170.17425537109375,285.2064514160156,121.16451263427734,89.46126556396484
2022-08-16,409.485595703125,170.0170440673828,284.4678649902344,120.78736114501953,87.98925018310547
2022-08-17,406.57904052734375,171.5105743408203,283.7179260253906,118.65348815917969,85.25411987304688
2022-08-18,407.76068115234375,171.11753845214844,282.597900390625,119.26883697509766,86.17532348632812
2022-08-19,402.2812194824219,168.5333251953125,278.6828308105469,116.33103942871094,85.12116241455078
2022-08-22,393.9046630859375,164.652099609375,270.50201416015625,113.38330841064453,85.50103759765625
2022-08-23,392.9517517089844,164.31800842285156,269.2261962890625,113.00616455078125,85.31110382080078
2022-08-24,394.2096252441406,164.61277770996094,268.5932312011719,112.8374252319336,87.86577606201172
2022-08-25,399.7749328613281,167.06927490234375,271.5733337402344,115.7752456665039,94.86503601074219
2022-08-26,386.242919921875,160.77090454101562,261.0941162109375,109.5125503540039,93.07010650634766
2022-08-29,383.68902587890625,158.56991577148438,258.30877685546875,108.59945678710938,91.74053955078125
2022-08-30,379.4769287109375,156.14292907714844,256.10772705078125,108.12306213378906,89.11936950683594
2022-08-31,376.5894775390625,154.4823455810547,254.6468048095703,107.4084701538086,90.61040496826172
2022-09-01,377.7711181640625,155.20944213867188,253.60475158691406,108.91705322265625,88.99591827392578
2022-09-02,373.7878112792969,153.09689331054688,249.37802124023438,107.04122161865234,87.1820068359375
2022-09-06,372.3774108886719,151.8391876220703,246.64138793945312,106.00902557373047,84.00052642822266
2022-09-07,379.06719970703125,153.24427795410156,251.35507202148438,108.62921905517578,86.04236602783203
2022-09-08,381.54486083984375,151.77041625976562,251.7738494873047,107.5672607421875,85.01669311523438
2022-09-09,387.47222900390625,154.62973022460938,257.55877685546875,109.82022857666016,87.50489807128906
2022-09-12,391.63665771484375,160.58416748046875,259.6916809082031,110.02865600585938,89.92662048339844
2022-09-13,374.6073303222656,151.16114807128906,245.41424560546875,103.53768920898438,84.9692153930664
2022-09-14,376.0367431640625,152.60560607910156,245.63827514648438,104.21260070800781,84.4468765258789
2022-09-15,371.76751708984375,149.71676635742188,238.97674560546875,102.13827514648438,84.36141204833984
2022-09-16,368.93133544921875,148.0758514404297,238.35342407226562,102.02909088134766,82.08213806152344
2022-09-19,371.7923583984375,151.7900390625,238.13922119140625,102.29707336425781,83.2502670288086
2022-09-20,367.5246887207031,154.1678924560547,236.12319946289062,100.38153839111328,81.48383331298828
2022-09-21,361.11376953125,151.0432891845703,232.7145538330078,98.5354995727539,77.4951171875
2022-09-22,358.08038330078125,150.08033752441406,234.69154357910156,99.3890380859375,76.6498794555664
2022-09-23,352.0807800292969,147.81057739257812,231.71139526367188,97.99954223632812,74.83596801757812
2022-09-26,348.59783935546875,148.14466857910156,231.25367736816406,97.43382263183594,74.94043731689453
2022-09-27,347.7079162597656,149.11741638183594,230.2407989501953,96.76883697509766,73.95275115966797
2022-09-28,354.54962158203125,147.23085021972656,234.7792205810547,99.29972839355469,76.9157943725586
2022-09-29,347.14337158203125,139.99899291992188,231.30239868164062,96.6894302368164,75.08287811279297
2022-09-30,341.7753601074219,135.7935333251953,226.82241821289062,94.93272399902344,75.96610260009766
2022-10-03,350.7986145019531,139.9695281982422,234.4578399658203,97.90029907226562,76.40296173095703
2022-10-04,361.668701171875,143.55596923828125,242.38539123535156,100.87779235839844,79.87885284423828
2022-10-05,360.8266296386719,143.85076904296875,242.697021484375,100.66937255859375,80.14476013183594
2022-10-06,357.1043701171875,142.8976287841797,240.34994506835938,100.6594467163086,80.07827758789062
2022-10-07,347.14337158203125,137.65060424804688,228.12742614746094,97.93999481201172,77.15321350097656
2022-10-10,344.4928283691406,137.97483825683594,223.2676544189453,97.12613677978516,75.25383758544922
2022-10-11,342.3111572265625,136.55992126464844,219.52786254882812,96.45124053955078,71.5785140991211
2022-10-12,341.1820983886719,135.93109130859375,219.85899353027344,96.82838439941406,71.92041015625
2022-10-13,350.186279296875,140.50010681152344,228.12742614746094,98.317138671875,71.23662567138672
2022-10-14,342.2059020996094,135.97039794921875,222.5956268310547,95.83589172363281,69.34672546386719
2022-10-17,350.99951171875,139.93023681640625,231.3315887451172,99.22032928466797,72.9080810546875
2022-10-18,355.1236877441406,141.24688720703125,232.27627563476562,100.01431274414062,72.49971771240234
2022-10-19,352.6070556640625,141.35496520996094,230.30894470214844,98.88288116455078,67.68475341796875
2022-10-20,349.65032958984375,140.89315795898438,229.987548828125,99.22032928466797,68.39702606201172
2022-10-21,358.14739990234375,144.70558166503906,235.80178833007812,100.37161254882812,68.54898834228516
2022-10-24,362.52984619140625,146.84759521484375,240.79791259765625,101.75119018554688,59.97323989868164
2022-10-25,368.3189392089844,149.68731689453125,244.1189422607422,103.69650268554688,60.03971862792969
2022-10-26,365.54400634765625,146.7493896484375,225.28366088867188,94.2181167602539,65.06360626220703
2022-10-27,363.5920104980469,142.27857971191406,220.83291625976562,91.5284423828125,62.52791213989258
2022-10-28,372.2420349121094,153.0281219482422,229.71490478515625,95.56792449951172,60.53356170654297
2022-10-31,369.55328369140625,150.66989135742188,226.072509765625,93.80126190185547,60.38161087036133
2022-11-01,367.9361267089844,148.02671813964844,222.21585083007812,89.79156494140625,62.54691696166992
2022-11-02,358.70233154296875,142.5045928955078,214.35643005371094,86.31780242919922,61.44526290893555
2022-11-03,355.0088806152344,136.46168518066406,208.65907287597656,82.80435943603516,61.92961120605469
2022-11-04,360.1185607910156,136.19595336914062,215.61277770996094,85.93074035644531,66.29820251464844
2022-11-07,363.5632629394531,136.72743225097656,221.92367553710938,87.82640075683594,66.20323944091797
2022-11-08,365.5248718261719,137.2982635498047,222.89755249023438,88.23332977294922,64.70272064208984
2022-11-09,357.9942626953125,132.7413330078125,218.65133666992188,86.66517639160156,61.57822036743164
2022-11-10,377.6676025390625,144.55194091796875,236.63934326171875,93.23553466796875,66.26020812988281
2022-11-11,381.32281494140625,147.3372802734375,240.66159057617188,95.68702697753906,67.20990753173828
2022-11-14,378.0790100097656,145.939697265625,235.24668884277344,94.98233032226562,67.74174499511719
2022-11-15,381.30364990234375,147.6719207763672,235.6557159423828,97.70178985595703,75.31082153320312
2022-11-16,378.3948669433594,146.441650390625,236.08546447753906,98.10872650146484,74.22816467285156
2022-11-17,377.2370300292969,148.3411865234375,236.0365753173828,97.62239074707031,80.02130889892578
2022-11-18,378.94970703125,148.9021759033203,235.5873565673828,96.69937133789062,76.43145751953125
2022-11-21,377.5719299316406,145.67393493652344,236.39796447753906,94.88308715820312,73.0600357055664
2022-11-22,382.65283203125,147.80970764160156,239.3083953857422,96.32221984863281,72.16732025146484
2022-11-23,385.0641784667969,148.68569946289062,241.79884338378906,97.72164154052734,74.55105590820312
2022-11-25,384.9780578613281,145.7723846435547,241.71096801757812,96.72913360595703,71.70197296142578
2022-11-28,378.8349609375,141.9437713623047,236.11474609375,95.32971954345703,72.06285095214844
2022-11-29,378.1842956542969,138.94187927246094,234.71810913085938,94.4761734008789,75.8426513671875
2022-11-30,390.09735107421875,145.69366455078125,249.18231201171875,100.232666015625,83.1552963256836
2022-12-01,389.8102722167969,145.96920776367188,248.7427978515625,100.232666015625,81.6167984008789
2022-12-02,389.36053466796875,145.47714233398438,249.0651092529297,99.6867904663086,85.52953338623047
2022-12-05,382.3562316894531,144.31576538085938,244.357666015625,98.73399353027344,85.96638488769531
2022-12-06,376.84466552734375,140.65444946289062,239.39627075195312,96.25274658203125,86.84960174560547
2022-12-07,376.2035217285156,138.71556091308594,238.66378784179688,94.2280502319336,83.88655853271484
2022-12-08,379.1507263183594,140.3985595703125,241.62303161621094,93.00727081298828,89.43277740478516
2022-12-09,376.3183898925781,139.91629028320312,239.6892852783203,92.13387298583984,86.7451400756836
2022-12-12,381.743896484375,142.20953369140625,246.61370849609375,92.61026763916016,84.9122314453125
2022-12-13,384.6335754394531,143.17405700683594,250.92076110839844,94.91285705566406,86.81163024902344
2022-12-14,382.1744689941406,140.94973754882812,251.2137451171875,94.35707092285156,86.33677673339844
2022-12-15,372.8258056640625,134.34564208984375,243.19544982910156,90.17862701416016,81.87320709228516
2022-12-16,368.4241638183594,132.38702392578125,238.976318359375,89.58313751220703,82.42402648925781
2022-12-19,365.3000793457031,130.2808074951172,234.83534240722656,87.77677917480469,82.77542114257812
2022-12-20,365.7999267578125,130.2119140625,236.15382385253906,88.35243225097656,81.59778594970703
2022-12-21,371.2695617675781,133.31219482421875,238.72239685058594,88.90823364257812,83.3927230834961
2022-12-22,365.972900390625,130.1430206298828,232.62808227539062,87.10189056396484,83.54467010498047
2022-12-23,368.078125,129.7788848876953,233.15548706054688,88.56085968017578,81.34137725830078
2022-12-27,366.6266784667969,127.97774505615234,231.4268035888672,86.73464965820312,85.33959197998047
2022-12-28,362.0701904296875,124.05071258544922,229.05355834960938,85.37493133544922,82.81340026855469
2022-12-29,368.5876159667969,127.56437683105469,235.3822479248047,87.78670501708984,84.64631652832031
2022-12-30,367.61669921875,127.87930297851562,234.22003173828125,87.56835174560547,83.65863037109375
2023-01-03,366.069091796875,123.09603118896484,233.98562622070312,88.45169067382812,87.35295104980469
2023-01-04,368.8952331542969,124.36565399169922,223.75035095214844,87.41947937011719,98.69229888916016
2023-01-05,364.684814453125,123.04680633544922,217.11891174316406,85.55357360839844,99.31910705566406
2023-01-06,373.0478515625,127.57418060302734,219.67771911621094,86.6850357055664,101.99724578857422
2023-01-09,372.83636474609375,128.09584045410156,221.81658935546875,87.35993194580078,105.25469970703125
2023-01-10,375.4510192871094,128.66668701171875,223.50619506835938,87.75692749023438,109.10095977783203
2023-01-11,380.1996765136719,131.38314819335938,230.2646026611328,90.83368682861328,109.23391723632812
2023-01-12,381.5838928222656,131.3043975830078,232.94061279296875,90.44660949707031,107.45800018310547
2023-01-13,383.06427001953125,132.63307189941406,233.64382934570312,91.42919158935547,111.12381744384766
2023-01-17,382.36248779296875,133.79449462890625,234.73770141601562,90.60540771484375,109.39537048339844
2023-01-18,376.3257141113281,133.0759735107422,230.3036651611328,90.43667602539062,107.52446746826172
2023-01-19,373.5861511230469,133.13504028320312,226.51426696777344,92.35223388671875,110.71544647216797
2023-01-20,380.5457458496094,135.69398498535156,234.6107177734375,97.2849349975586,113.83045196533203
2023-01-23,385.11175537109375,138.88290405273438,236.91558837890625,99.04167175292969,113.51704406738281
2023-01-24,384.6983642578125,140.28042602539062,236.38821411132812,96.96733856201172,113.43157196044922
2023-01-25,384.8425598144531,139.62100219726562,234.99163818359375,94.50593566894531,114.20082092285156
2023-01-26,389.0721740722656,141.68789672851562,242.2090301513672,96.78868103027344,114.50473022460938
2023-01-27,389.96612548828125,143.62680053710938,242.3652801513672,98.62482452392578,112.42488861083984
2023-01-30,385.07330322265625,140.7430419921875,237.04258728027344,96.21304321289062,105.6060791015625
2023-01-31,390.7351379394531,142.01266479492188,242.0234832763672,98.09878540039062,104.65638732910156
2023-02-01,394.88775634765625,143.1346893310547,246.8480987548828,99.67686462402344,107.14459228515625
2023-02-02,400.6361999511719,148.4396209716797,258.4214782714844,106.93205261230469,104.21952819824219
2023-02-03,396.37774658203125,152.06153869628906,252.31739807128906,103.99424743652344,100.98107147216797
2023-02-06,393.9553527832031,149.33526611328125,250.77420043945312,102.12834930419922,100.14533996582031
2023-02-07,399.10772705078125,152.20913696289062,261.3122863769531,106.83279418945312,100.19282531738281
2023-02-08,394.74359130859375,149.5222625732422,260.5016784667969,98.62482452392578,99.82244873046875
2023-02-09,391.3215026855469,148.48883056640625,257.4642333984375,94.29753112792969,103.00392150878906
2023-02-10,392.2347412109375,148.85353088378906,256.9564514160156,93.86080932617188,98.4358901977539
2023-02-13,396.83917236328125,151.65301513671875,264.9844665527344,93.9005126953125,99.51854705810547
2023-02-14,396.6565246582031,151.0122833251953,265.81463623046875,93.9699935913086,98.97721099853516
2023-02-15,397.94464111328125,153.1118621826172,263.6900329589844,96.21304321289062,97.89456176757812
2023-02-16,392.4654235839844,151.51498413085938,256.669921875,94.79376983642578,97.92305755615234
2023-02-17,391.4849548339844,150.37155151367188,252.66539001464844,93.6424560546875,94.97900390625
2023-02-21,383.63128662109375,146.3596649169922,247.38809204101562,91.10165405273438,90.31599426269531
2023-02-22,383.1026916503906,146.78353881835938,246.25233459472656,90.96269989013672,90.01209259033203
2023-02-23,385.1405944824219,147.2665252685547,249.44418334960938,90.20841217041016,89.42328643798828
2023-02-24,381.0263977050781,144.61497497558594,244.01016235351562,88.46160125732422,84.5228500366211
2023-02-27,382.3240661621094,145.8076934814453,244.9305419921875,89.19606018066406,84.7602767944336
2023-02-28,380.9110412597656,145.30491638183594,244.2060089111328,89.38463592529297,83.37372589111328
2023-03-01,379.4498596191406,143.2349395751953,241.1218719482422,89.68238830566406,85.42506408691406
2023-03-02,382.40093994140625,143.82638549804688,245.86068725585938,91.31008911132812,85.23512268066406
2023-03-03,388.5338439941406,148.87326049804688,249.95330810546875,92.94772338867188,85.1876449584961
2023-03-06,388.80303955078125,151.63327026367188,251.50025939941406,94.41661834716797,85.1116714477539
2023-03-07,382.8431701660156,149.4351043701172,248.8371124267578,93.15613555908203,84.26644134521484
2023-03-08,383.468017578125,150.6869659423828,248.3965301513672,93.54322052001953,82.57598114013672
2023-03-09,376.39306640625,148.4395294189453,247.04539489746094,91.627685546875,79.17607879638672
2023-03-10,370.9619140625,146.37939453125,243.3933563232422,89.95035552978516,78.78669738769531
